BCI-AV#,English,POS,Derivation - explanation,WinBliss
17226,sperm,YELLOW,(pictograph) - Character,A#1#4#0#0#11#29#12##0#4*&K#4#1#0#8#11#37#12##0#4*&K#4#3#0#8#12#37#13##0#4*%£
17229,spider,YELLOW,(pictograph: symbol suggests a spider) - Character,J#1#1#0#0#12#33#13##0#4*&H#2#1#0#2#10#35#11##0#4*&K#4#2#0#4#12#37#13##0#4*%£
17233,spoon,YELLOW,(pictograph: symbol suggests a spoon. The diagonal orientation of spoon is the same as that of fork and knife.) - Character,W#6#2#0#0#12#23#13##0#4*&H#2#1#0#4#8#27#9##0#4*&W#11#2#0#4#10#37#11##0#4*%£
17235,sport_stick,YELLOW,(pictograph: symbol suggests a hockey stick) - Character,W#9#3#0#0#8#31#9##0#4*&W#2#1#0#4#16#35#17##0#4*%£
17237,"spouse,cohabitant,partner",BLUE,(person + protection: person who shares one's roof) - Character (superimposed),S#1#1#0#0#8#11#9##0#4*&R#1#1#0#2#8#13#9##0#4*%£
17238,"spread,paste",YELLOW,(food + on [combination]: food that is put on something else) - Character (superimposed - combined),H#2#1#0#0#10#19#11##0#4*&R#2#3#0#0#14#19#15##0#4*&W#2#1#0#0#16#19#17##0#4*%£
17244,"squash,pumpkin",YELLOW,(vegetable_(above_ground) [modification] + pictograph of thick rind) - Character (superimposed - modified - combined),H#3#1#0#0#8#33#9##0#4*&K#2#3#0#0#16#33#17##0#4*&W#4#1#0#0#16#33#17##0#4*&H#2#1#0#2#10#35#11##0#4*%£
17247,"stairs,steps",YELLOW,(pictograph: symbol suggests a side view of a flight of stairs) - Character,W#2#1#0#0#12#23#13##0#4*&W#2#2#0#0#12#23#13##0#4*&W#2#1#0#4#8#27#9##0#4*&W#2#2#0#4#8#27#9##0#4*%£
17248,stamp,YELLOW,(pictograph: symbol suggests a stamp in the upper corner of an envelope) - Character,W#4#1#0#0#8#29#9##0#4*&W#2#1#0#4#12#33#13##0#4*&W#2#2#0#4#8#33#9##0#4*&W#4#2#0#8#8#37#9##0#4*%£
17251,star_of_David,YELLOW,(symbol for Judaism) - Character,U#1#1#0#0#8#31#9##0#4*&U#1#3#0#0#10#31#11##0#4*%£
17252,star,YELLOW,(pictograph: symbol suggests a star giving off rays of light) - Character,T#5#1#0#0#11#26#12##0#4*&W#2#2#0#1#10#27#11##0#4*%£
17255,steam,YELLOW,"(water + up: when water is converted into steam by boiling, it rises) - Character (superimposed)",A#1#2#0#0#11#31#12##0#4*&F#1#1#0#2#8#33#9##0#4*%£
17257,steam_bath,YELLOW,(room + steam) - Character (superimposed),A#1#2#0#0#11#11#12##0#4*&N#1#2#0#0#8#11#9##0#4*&F#1#1#0#2#8#13#9##0#4*%£
17259,"stem,stalk",YELLOW,"(flower + pointer, to stem) - Character (superimposed - pointer)",H#2#1#0#0#8#35#9##0#4*&W#2#2#0#2#12#37#13##0#4*&R#2#4#0#3#12#38#13##0#4*%£
17260,stepfather,BLUE,(husband + mother: husband of one's mother) - Character (superimposed),V#2#1#0#0#12#25#13##0#4*&R#1#1#0#2#8#27#9##0#4*&W#2#2#0#2#8#27#9##0#4*&R#1#1#0#10#8#35#9##0#4*&U#2#1#0#12#12#37#21##0#4*&W#2#2#0#14#8#39#9##0#4*%£
17261,stepmother,BLUE,(wife + father: wife of one's father) - Character (superimposed),R#1#1#0#0#8#27#9##0#4*&U#2#1#0#6#12#33#21##0#4*&R#1#1#0#8#8#35#9##0#4*&W#2#2#0#8#8#35#9##0#4*&V#2#1#0#10#12#37#13##0#4*&W#2#2#0#12#8#39#9##0#4*%£
17265,"stomach,abdomen,belly",YELLOW,(body + pointer to stomach) - Character (superimposed - pointer),K#3#4#0#0#8#11#9##0#4*&W#4#1#0#2#8#13#9##0#4*&W#4#1#0#2#16#13#17##0#4*&R#2#3#0#4#10#15#11##0#4*&K#3#2#0#10#8#21#7##0#4*%£
17267,"stone,rock",YELLOW,(mountain [half-sized]) - Character,P#3#3#0#0#12#33#13##0#4*%£
17273,"stove,furnace,heater,oven",YELLOW,(fire + enclosure: enclosed source of heat) - Character (superimposed),L#1#1#0#0#8#17#9##0#4*&A#1#1#0#3#8#20#9##0#4*%£
17278,strawberry,YELLOW,(berry + pictograph of seeds showing on the outside) - Character (superimposed),H#2#1#0#0#10#29#11##0#4*&Q#1#2#0#1#12#30#13##0#4*&Q#1#1#0#2#13#31#14##0#4*&Q#1#1#0#3#12#32#13##0#4*&K#2#2#0#4#12#33#13##0#4*%£
17441,street,YELLOW,"(street_and_building + pointer, to street: ground, next to a building, used as a public thoroughfare) - Character (superimposed - pointer)",W#4#1#0#0#16#25#17##0#4*&R#2#3#0#2#13#27#14##0#4*&D#1#1#0#8#8#15#9##0#4*%£
17445,"structure,construction",YELLOW,"(enclosure [modification, formed of lines and dots]) - Character (modified)",Q#1#1#0#0#8#29#9##0#4*&Q#1#1#0#0#16#29#17##0#4*&W#2#2#0#0#10#29#11##0#4*&W#2#1#0#2#8#31#9##0#4*&W#2#1#0#2#16#31#17##0#4*&Q#1#1#0#8#8#37#9##0#4*&Q#1#1#0#8#16#37#17##0#4*&W#2#2#0#8#10#37#11##0#4*%£
17449,"subtraction,loss",YELLOW,(based upon the international mathematical symbol) - Character,W#4#1#0#0#12#33#13##0#4*%£
17451,success,YELLOW,"(opposing_forces,counter-forces + forward: the forward arrow moves forward through the two arrows of opposing forces, i.e., it has success in overcoming the opposing forces) - Character (superimposed)",F#1#4#0#0#6#31#7##0#4*&F#1#4#0#0#14#31#15##0#4*&F#1#2#0#4#10#35#11##0#4*%£
17462,sun,YELLOW,(pictograph) - Character,H#3#1#0#0#8#19#9##0#4*%£
17472,"swamp,bog,marsh",YELLOW,(water_(ground_level) + earth [half-sized]: more water than earth) - Character (superimposed),A#1#2#0#0#15#25#18##0#4*&W#2#1#0#0#16#25#17##0#4*%£
17473,swan,YELLOW,(water_creature + pictograph of swan neck and head: symbol also incorporates water) - Character (superimposed),A#1#2#0#0#15#30#18##0#4*&J#1#1#0#0#12#30#13##0#4*&A#1#3#0#7#8#37#9##0#4*&W#5#1#0#8#8#38#9##0#4*%£
17493,table,YELLOW,(pictograph: symbol suggests the side view of a table) - Character,O#1#1#0#0#12#21#13##0#4*%£
17496,tail,YELLOW,"(canine_(animal) + pointer, to tail) - Character (superimposed - pointer)",R#2#2#0#0#8#28#9##0#4*&K#1#4#0#3#8#34#9##0#4*&V#2#1#0#5#12#33#13##0#4*&W#4#1#0#5#12#33#13##0#4*&V#2#1#0#9#12#37#13##0#4*%£
17504,tank,YELLOW,"(bus,coach [modification, prolonged] + cannon [modification, higher position]) - Character (superimposed - modified)",W#3#1#0#0#12#28#13##0#4*&W#8#2#0#0#4#28#5##0#4*&G#1#1#0#3#8#31#9##0#4*&G#1#1#0#3#12#31#13##0#4*&W#4#1#0#5#12#33#13##0#4*&G#1#1#0#7#12#35#13##0#4*&G#1#1#0#11#12#39#13##0#4*&W#2#1#0#11#12#39#13##0#4*&W#5#2#0#12#9#40#10##0#4*&W#5#1#0#13#10#41#11##0#4*%£
17506,taste,YELLOW,(nose + mouth: the nose and mouth are both used in tasting) - Character (superimposed),H#2#1#0#0#10#17#11##0#4*&V#7#4#0#0#8#17#9##0#4*%£
17516,"teenager,adolescent,youth",BLUE,(child + adult [combination]: person between childhood and adulthood) - Character (superimposed - combined),H#2#1#0#0#8#15#9##0#4*&S#3#1#0#0#12#15#13##0#4*&W#2#1#0#0#8#35#9##0#4*&W#2#3#0#0#12#15#13##0#4*%£
17517,teeth,YELLOW,(pictograph: symbol suggests two teeth) - Character,U#2#3#0#0#12#19#13##0#4*&U#2#3#0#4#12#23#13##0#4*%£
17520,temperature,YELLOW,"(scale,measurement + point [low position under earthline]: symbol suggests a thermometer and incorporates measurement in a vertical position) - Character (superimposed)",W#2#1#0#0#8#31#9##0#4*&W#2#1#0#0#12#31#13##0#4*&W#2#1#0#0#16#31#17##0#4*&Q#1#1#0#2#18#33#19##0#4*&W#4#2#0#2#8#33#9##0#4*%£
17697,that_(there),WHITE,(dot [low position] + the: the diagonal line has the same orientation as the one used in the and this) - Character (superimposed),Q#1#1#0#0#14#61#15##0#4*&W#5#2#0#1#11#35#12##0#4*%£
17700,the,WHITE,(diagonal line suggests an index finger pointing at something specific. The diagonal line has the same orientation as the one used in this and that.) - Character,W#5#2#0#0#11#32#12##0#4*%£
17705,"then,so,later",WHITE,(future [half-sized]) - Character,K#4#4#0#0#12#11#13##0#4*%£
17707,there,WHITE,"(two dots + by,by_means_of,of: the ""by"" arrowhead at the right hand end pointing to the left to the last one of two dots, indicating the furter away ""there"" relationship to certain points in space) - Character (sequenced)",Q#1#1#0#0#12#33#13##0#4*&Q#1#1#0#2#12#35#13##0#4*&R#2#4#0#4#10#37#11##0#4*%£
17708,"therefore,so,so_that",WHITE,(cause [half-sized]) - Character,R#2#2#0#0#10#35#11##0#4*&W#2#2#0#0#10#35#11##0#4*%£
17717,"thing,object",YELLOW,(symbol suggests the two dimensional outline of a crystal) - Character,L#2#1#0#0#10#7#11##0#4*%£
17720,this,WHITE,(the + dot [high position]: the diagonal line has the same orientation as the one used in the and that) - Character (superimposed),W#5#2#0#0#11#36#12##0#4*&Q#1#1#0#3#10#35#11##0#4*%£
17724,through,WHITE,(forward + reference line: arrow is passing through the reference line) - Character (superimposed),F#1#2#0#0#10#27#11##0#4*&W#4#2#0#4#8#31#9##0#4*%£
17726,thumb,YELLOW,"(hand + pointer, to thumb) - Character (superimposed - pointer)",R#2#2#0#0#10#32#11##0#4*&V#9#3#0#3#8#35#9##0#4*%£
17732,time,YELLOW,"(symbol looks like a clock face, suggesting time) - Character",H#3#1#0#0#8#21#9##0#4*&W#2#1#0#4#12#25#13##0#4*&W#2#2#0#4#8#25#9##0#4*%£
17734,"tire,tyre",YELLOW,"(wheel + pointer, to tire) - Character (superimposed - pointer)",G#1#1#0#0#12#37#13##0#4*&R#2#4#0#5#12#42#13##0#4*%£
17739,"to,toward,towards",WHITE,(arrowhead + reference line [half-sized]: the arrowhead approaches the reference line. This symbol is a simplified form of approach.) - Character (sequenced),R#2#2#0#0#10#33#11##0#4*&W#2#2#0#4#10#37#11##0#4*%£
17745,toe,YELLOW,"(legs and feet + pointer, to toe) - Character (superimposed - pointer)",V#1#1#0#0#8#33#9##0#4*&W#2#1#0#0#16#33#17##0#4*&W#2#1#0#8#16#41#17##0#4*&R#2#4#0#13#14#46#15##0#4*%£
17747,toilet,YELLOW,(seat + water_(ground_level): water closet) - Character (superimposed),A#1#2#0#0#15#19#16##0#4*&W#2#1#0#2#12#21#13##0#4*&W#4#2#0#2#8#21#9##0#4*&W#2#2#0#6#12#25#13##0#4*%£
17755,"tool,instrument",YELLOW,(thing + hand: thing used by the hand to extend its capabilities) - Character (superimposed),V#9#3#0#0#8#13#9##0#4*&L#2#1#0#2#10#15#11##0#4*%£
17758,top,YELLOW,"(enclosure + pointer, to top) - Character (superimposed - pointer)",L#1#1#0#0#8#31#9##0#4*&R#2#3#0#2#5#33#6##0#4*%£
17759,dreidel_top,YELLOW,(pictograph) - Character,U#2#3#0#0#12#33#13##0#4*&W#1#2#0#2#10#35#11##0#4*%£
17760,Torah,YELLOW,(pictograph of a scroll on two posts: the Torah contains the Old Testament) - Character,L#1#1#0#0#8#31#9##0#4*&W#1#2#0#2#6#33#7##0#4*&W#1#2#0#2#16#33#17##0#4*&W#1#2#0#6#6#37#7##0#4*&W#1#2#0#6#16#37#17##0#4*%£
17765,tractor,YELLOW,"(car [modification, full sized back wheel]: pictograph of a tractor) - Character (modified)",G#2#1#0#0#8#29#9##0#4*&G#1#1#0#8#12#37#13##0#4*&W#2#1#0#8#12#37#13##0#4*&W#5#2#0#9#9#38#10##0#4*&W#5#1#0#10#10#39#11##0#4*%£
17773,tray,YELLOW,(pictograph) - Character,W#1#1#0#0#14#29#15##0#4*&W#1#2#0#2#14#31#15##0#4*&W#4#1#0#2#16#31#17##0#4*&W#1#1#0#10#14#39#15##0#4*&W#1#2#0#10#14#39#15##0#4*%£
17775,tree,YELLOW,"(pictograph, of tree with trunk and branches) - Character",K#2#3#0#0#8#35#9##0#4*&K#2#4#0#4#8#39#9##0#4*&W#4#2#0#4#8#39#9##0#4*%£
17779,"trip,journey,travel,voyage",YELLOW,(wheel + earth: movement along the earth) - Character (superimposed),W#4#1#0#0#16#33#17##0#4*&G#1#1#0#2#12#27#13##0#4*%£
17781,"truck,lorry",YELLOW,"(transport,transportation + car: large motor vehicle for carrying things) - Character (superimposed)",G#1#1#0#0#12#23#13##0#4*&L#2#1#0#0#8#23#9##0#4*&G#1#1#0#4#12#27#13##0#4*&W#4#1#0#4#12#27#13##0#4*&G#1#1#0#8#12#31#13##0#4*&W#5#2#0#9#9#32#10##0#4*&W#5#1#0#10#10#33#11##0#4*%£
17783,"trunk,tree_trunk,bole",YELLOW,"(tree + pointer, to trunk) - Character (superimposed - pointer)",K#2#3#0#0#8#31#9##0#4*&K#2#4#0#4#8#35#9##0#4*&W#4#2#0#4#8#35#9##0#4*&R#2#4#0#5#12#36#13##0#4*%£
17786,truth,YELLOW,"(mind + hypothesis,theory: the mind believes itself to understand the nature of things, but it may be in error) - Character (superimposed)",J#1#1#0#0#8#61#9##0#4*&U#1#1#0#0#8#61#9##0#4*&Y#24#1#0#3#11#66#12##0#4*%£
17958,"turnip,rutabaga,vegetable_(large-leafed)",YELLOW,(vegetable_(below_ground) [modification] + leaf [combination]: large-leafed vegetable with an edible root) - Character (superimposed - modified - combined),W#4#1#0#0#16#33#17##0#4*&H#2#1#0#2#16#35#15##0#4*&K#3#4#0#2#8#35#9##0#4*&K#3#2#0#4#8#37#9##0#4*&W#4#2#0#4#8#37#17##0#4*%£
17959,"turtle,tortoise",YELLOW,(animal + pictograph of head and protective shell) - Character (superimposed),J#1#1#0#0#8#27#9##0#4*&V#2#1#0#0#12#27#13##0#4*&W#4#1#0#0#12#27#13##0#4*&V#2#1#0#4#12#31#13##0#4*&W#6#2#0#8#8#35#9##0#4*%£
17961,"type,kind,sort,category",YELLOW,(mind + division [half-sized]: the mind’s division of things into categories) - Character (superimposed),J#1#1#0#0#8#31#9##0#4*&W#2#1#0#2#12#33#13##0#4*&Q#1#1#0#4#10#35#11##0#4*&Q#1#1#0#4#14#35#15##0#4*%£
17966,umbrella,YELLOW,(protection + pictograph of an umbrella handle: symbol suggests an umbrella) - Character (superimposed),R#1#1#0#0#8#31#9##0#4*&K#1#3#0#4#14#35#15##0#4*&W#3#2#0#4#8#35#9##0#4*%£
17967,uncle,BLUE,(brother + parent: brother of one's father or mother) - Character (superimposed),R#1#1#0#0#8#21#9##0#4*&V#2#1#0#2#12#23#13##0#4*&Y#3#1#0#7#12#36#13##0#4*&R#1#1#0#8#8#29#9##0#4*&S#1#1#0#10#8#31#9##0#4*%£
17969,"under,below,inferior",WHITE,(horizontal reference line + dot [low position]: the dot is under or below the line) - Character (superimposed),W#4#1#0#0#12#31#13##0#4*&Q#1#1#0#4#14#35#15##0#4*%£
17982,"until,till,to",WHITE,"(arrowhead + reference line [half-sized]: the arrowhead has arrived at and touches the reference line. This symbol is a simplified form of arrival, end.) - Character (superimposed)",R#2#2#0#0#10#35#11##0#4*&W#2#2#0#2#10#37#11##0#4*%£
17983,"up,upward",WHITE,"(arrow, pointing upward) - Character",F#1#1#0#0#8#11#9##0#4*%£
17986,upward_and_backward,WHITE,"(diagonal arrow, pointing upward and backward) - Character",W#2#1#0#0#8#31#9##0#4*&W#2#2#0#0#8#31#9##0#4*&W#8#1#0#0#8#31#9##0#4*%£
17987,upward_and_forward,WHITE,"(diagonal arrow, pointing upward and forward) - Character",W#8#2#0#0#8#27#9##0#4*&W#2#1#0#4#8#31#9##0#4*&W#2#2#0#8#8#35#9##0#4*%£
17994,"uterus,womb",YELLOW,(body + female_(gender): part of a woman’s body where new life is nurtured) - Character (superimposed),K#3#4#0#0#8#7#9##0#4*&W#4#1#0#2#8#9#9##0#4*&W#4#1#0#2#16#9#17##0#4*&U#2#1#0#4#10#11#11##0#4*&K#3#2#0#10#8#17#7##0#4*%£
17996,vagina,YELLOW,"(uterus [modification, opening in body] + pointer, to passage) - Character (superimposed - modified - pointer)",K#3#4#0#0#8#23#9##0#4*&W#1#1#0#2#16#25#17##0#4*&W#4#1#0#2#8#25#9##0#4*&R#2#1#0#4#16#27#17##0#4*&U#2#1#0#4#10#27#11##0#4*&W#1#1#0#8#16#31#17##0#4*&K#3#2#0#10#8#33#9##0#4*%£
17999,valley,YELLOW,(mountains_with_valley + pointer: the low place between two mountains) - Character (superimposed - pointer),P#2#4#0#0#8#23#9##0#4*&W#4#1#0#8#16#31#17##0#4*&R#2#3#0#10#13#33#14##0#4*&P#2#3#0#16#8#39#9##0#4*%£
18004,vegetable_(above_ground),YELLOW,"(earth + fruit [modification, upside down]: symbol suggests a vegetable with the edible portion above ground and the root below) - Character (superimposed - modified)",K#2#3#0#0#16#15#19##0#4*&W#4#1#0#0#16#15#17##0#4*&H#2#1#0#2#12#17#13##0#4*%£
18005,vegetable_(below_ground),YELLOW,"(earth + fruit [modification, low position]: symbol looks like a vegetable with the edible portion below ground and the leafy portion above) - Character (superimposed - modified)",W#4#1#0#0#16#29#17##0#4*&H#2#1#0#2#16#31#17##0#4*&K#2#1#0#4#12#33#13##0#4*%£
18006,"onion,vegetable_(bulb)",YELLOW,(vegetable_(below_ground) + bulb (plant) [combination]) - Character (superimposed - combined) See bulb_(plant) 15920,W#4#1#0#0#16#31#17##0#4*&H#2#1#0#2#16#0#15##0#4*&K#4#4#0#3#16#0#15##0#4*&K#2#1#0#4#12#35#13##0#4*&K#4#2#0#4#16#0#15##0#4*%£
18007,vegetable_(oval-shaped),YELLOW,(vegetable_(above_ground) + oval [combination]) - Character (superimposed - combined) See oval 23599,K#2#3#0#0#16#31#17##0#4*&W#4#1#0#0#16#31#17##0#4*&K#1#1#0#2#8#33#9##0#4*&K#1#3#0#2#14#33#15##0#4*&W#2#2#0#2#10#33#11##0#4*&W#2#2#0#6#10#37#11##0#4*%£
18010,"vehicle,carriage,railway_car",YELLOW,"(wheel + wheel + horizontal line: pictograph, symbol suggests a vehicle such as a railroad car or a horse-drawn carriage that does not operate under its own power) - Character (superimposed)",G#1#1#0#0#12#17#13##0#4*&W#4#1#0#0#12#17#13##0#4*&G#1#1#0#4#12#21#13##0#4*%£
18028,"wagon,cart,truck",YELLOW,"(vehicle + diagonal line, representing a handle) - Character (superimposed)",W#6#1#0#0#8#23#9##0#4*&G#1#1#0#4#12#27#13##0#4*&W#4#1#0#4#12#27#13##0#4*&G#1#1#0#8#12#31#13##0#4*%£
18029,waist,YELLOW,"(body + pointer + pointer, to waist) - Character (superimposed - pointer)",R#2#2#0#0#10#2#11##0#4*&K#3#4#0#3#8#5#9##0#4*&W#4#1#0#5#8#7#9##0#4*&W#4#1#0#5#16#7#17##0#4*&K#3#2#0#13#8#15#9##0#4*&R#2#4#0#16#10#18#11##0#4*%£
18033,wall,YELLOW,"(room + pointer, to wall) - Character (superimposed - pointer)",N#1#2#0#0#8#31#9##0#4*&R#2#4#0#9#10#40#11##0#4*%£
18034,wand,YELLOW,"(vertical line + star [modification, position and shape at the top of the wand]: pictograph) - Character (superimposed - modified)",T#5#1#0#0#8#34#9##0#4*&W#4#2#0#1#8#35#9##0#4*%£
18036,war,YELLOW,"(knife,sword + knife sword [modification, mirrored]: two crossed swords, suggesting armed conflict) - Character (superimposed - modified)",T#4#1#0#0#12#29#13##0#4*&T#4#1#0#4#8#33#9##0#4*&T#4#1#0#8#12#37#13##0#4*%£
18043,"waste,garbage,rubbish,trash",YELLOW,(thing + to destroy: something discarded or no longer of use) - Character (superimposed),W#8#2#0#0#8#27#9##0#4*&L#2#1#0#2#10#29#11##0#4*%£
18209,"water,fluid,liquid",YELLOW,"(symbol looks like a wave, suggesting water or liquid) - Character",A#1#2#0#0#11#15#12##0#4*%£
18214,weather,YELLOW,(sun + rain: these symbols represent the two major types of weather conditions) - Character (superimposed),A#1#2#0#0#11#19#12##0#4*&H#3#1#0#0#8#19#9##0#4*&F#1#3#0#2#8#21#9##0#4*%£
18221,weight,YELLOW,(pictograph: symbol suggests a scale on which weight is measured) - Character,W#4#1#0#0#12#31#13##0#4*&U#2#1#0#2#12#33#13##0#4*%£
18224,west,YELLOW,"(sun + pointer, to west) - Character (superimposed - pointer)",H#3#1#0#0#8#33#9##0#4*&R#2#4#0#1#10#34#11##0#4*%£
18229,"what,question_mark_(small)",WHITE,(question mark [half-sized]: interrogative) - Character,Y#24#1#0#0#10#36#11##0#4*%£
18232,wheel,YELLOW,(pictograph: symbol suggests a wheel with spokes) - Character,G#1#1#0#0#12#33#13##0#4*%£
18233,wheelchair,YELLOW,(chair + wheel) - Character (superimposed),G#1#1#0#0#12#21#13##0#4*&W#2#1#0#0#12#21#13##0#4*&W#4#2#0#0#8#21#9##0#4*&W#2#2#0#4#12#25#13##0#4*%£
18236,where,WHITE,"(who,that,which-(relative) + earth,ground,land: can be viewed as a combination of who,that,which-(relative) and place, conjunction used to introduce a relative clause) - Character (superimposed)",W#4#1#0#0#16#33#17##0#4*&Y#21#1#0#3#12#36#13##0#4*&Y#21#1#0#5#12#38#13##0#4*%£
18237,where-(question),WHITE,"(what,question_mark + earth,ground,land: can be viewed as a combination of what,question_mark and place: interrogative) - Character (superimposed)",W#4#1#0#0#16#19#17##0#4*&Y#24#1#0#3#10#36#11##0#4*%£
18251,wife,BLUE,"(protection + woman: this symbol, joined to husband, produces family) - Character (superimposed)",R#1#1#0#0#8#27#9##0#4*&U#2#1#0#6#12#33#13##0#4*&W#2#2#0#8#8#35#9##0#4*%£
18255,wind,YELLOW,(air + forward: air that moves forward) - Character (superimposed),W#2#1#0#0#8#65#9##0#4*&F#1#2#0#4#10#61#11##0#4*&V#7#2#0#4#8#65#7##0#4*&W#2#1#0#4#16#65#17##0#4*%£
18256,window,YELLOW,(enclosure + pictograph of two traversing bars) - Character (superimposed),L#1#1#0#0#8#21#9##0#4*&T#1#1#0#0#8#21#9##0#4*%£
18257,barred_window,YELLOW,(enclosure + pictograph of bars of a lattice) - Character (superimposed),C#1#1#0#0#8#31#9##0#4*&L#1#1#0#0#8#31#9##0#4*%£
18259,wing(s),YELLOW,(pictograph: symbol suggests a pair of wings in flight) - Character,K#2#2#0#0#8#31#9##0#4*&K#2#1#0#4#8#35#9##0#4*%£
18267,with,WHITE,"(addition [half-sized, modification with the crossbar located on the skyline]) - Character (modified)",T#2#1#0#0#6#17#7##0#4*%£
18269,"woman,female",BLUE,(person [modification] + creation [half-sized] [combination]: CKB says woman embodies the creative principle in society. The symbol also looks like a stick figure of a woman wearing a skirt.) - Character (superimposed - modified - combined),U#2#1#0#0#12#31#13##0#4*&W#2#2#0#2#8#33#9##0#4*%£
18273,"work,employment,job",YELLOW,"(activity + activity [modification, high position]: two action symbols [half-sized], one above the other to ""heighten"" the meaning: actions done with a purpose) - Character (superimposed - modified)",V#2#1#0#0#8#35#9##0#4*&V#2#1#0#0#12#21#13##0#4*%£
18278,world,YELLOW,(sky + earth: what exists between sky and earth) - Character (superimposed),W#4#1#0#0#8#33#9##0#4*&W#4#1#0#0#16#33#17##0#4*%£
18279,worm,YELLOW,"(earth [modification, extended] + snake [modification, under earthline]: snake-like creature that lives underground) - Character (superimposed - modified)",K#1#1#0#0#16#11#17##0#4*&W#4#1#0#0#16#11#17##0#4*&K#1#3#0#4#18#15#19##0#4*&K#1#1#0#8#16#19#17##0#4*&W#2#1#0#8#16#19#17##0#4*%£
18284,wrist,YELLOW,"(arm + pointer, to wrist) - Character (superimposed - pointer)",W#2#1#0#0#12#31#13##0#4*&W#2#2#0#0#8#31#9##0#4*&R#2#4#0#1#6#32#7##0#4*%£
18287,yard,YELLOW,"(building_with_yard_and_fence + pointer, to yard: area next to a building) - Character (superimposed - pointer)",D#1#1#0#0#8#27#9##0#4*&W#4#1#0#8#16#35#17##0#4*&R#2#3#0#10#13#37#14##0#4*&W#2#2#0#16#12#43#13##0#4*%£
18289,year,YELLOW,"(sun + arrow head: indicating movement around, the earth completes one circuit around the sun in a year) - Character (superimposed)",H#3#1#0#0#8#21#9##0#4*&W#5#1#0#6#10#27#11##0#4*&W#5#2#0#8#10#29#11##0#4*%£
18293,yen,YELLOW,(international symbol for Japanese yen) - Character,V#2#3#0#0#8#33#9##0#4*&W#2#1#0#0#12#33#13##0#4*&W#2#1#0#0#14#33#15##0#4*&W#2#2#0#2#12#35#13##0#4*%£
20517,muscle,YELLOW,"(arm + the pictograph of a protruding biceps) - Character (superimposed) Preferred NEW SYNONYM, replacing 15676",K#1#1#0#0#10#47#11##0#4*&W#2#1#0#0#12#47#13##0#4*&W#2#2#0#0#8#47#9##0#4*%£
20518,sport,YELLOW,"(activity + health) - Character (superimposed) Preferred NEW SYNONYM, replacing 17234",V#2#1#0#0#12#39#13##0#4*&W#2#1#0#0#12#35#13##0#4*&W#2#2#0#0#8#35#9##0#4*&W#4#2#0#4#8#39#9##0#4*%£
20519,sail,YELLOW,"(pictograph: symbol suggests a sail on a mast) - Character Preferred NEW SYNONYM, replacing 16706",W#2#1#0#0#12#41#13##0#4*&W#6#2#0#0#8#35#9##0#4*&W#4#2#0#4#8#39#9##0#4*%£
20520,"sailboat,sailing_boat,yacht",YELLOW,"(boat + sail [combination]: pictograph, suggests the outline of a sailboat. The symbol can be explained as: combination of boat and sail) - Character (superimposed - combined) Preferred NEW SYNONYM, replacing 16707",J#1#3#0#0#12#39#13##0#4*&W#4#3#0#0#12#39#13##0#4*&W#6#2#0#0#8#33#9##0#4*&W#2#2#0#4#8#43#9##0#4*%£
20522,"sauce,gravy,relish,dressing",YELLOW,"(spread + liquid) - Character (superimposed) Preferred NEW SYNONYM, replacing 16723",A#1#2#0#0#11#33#12##0#4*&H#2#1#0#2#10#19#11##0#4*&R#2#3#0#2#14#19#15##0#4*&W#2#1#0#2#16#19#17##0#4*%£
20524,up_and_down,WHITE,"(up,upward + down,downward) - Character (sequenced) Preferred NEW SYNONYM, replacing 17984",F#1#1#0#0#8#31#9##0#4*&F#1#3#0#4#8#35#9##0#4*%£
20528,"can,tin,jar",YELLOW,(pictograph) - Character,K#4#1#0#0#7#33#8##0#4*&K#4#3#0#0#8#33#9##0#4*&K#4#3#0#0#16#33#17##0#4*&W#4#4#0#0#8#33#9##0#4*&W#4#2#0#4#8#37#9##0#4*%£
20561,religion_(God_based),YELLOW,(feeling + God: God-based religion) - Character (superimposed),B#1#1#0#0#8#35#9##0#4*&U#1#1#0#0#8#35#9##0#4*&W#1#1#0#0#12#33#13##0#4*&W#9#1#0#0#4#33#5##0#4*&W#9#3#0#4#4#37#5##0#4*&W#1#1#0#6#12#39#13##0#4*%£
20563,"religion,naturalism",YELLOW,"(feeling + creation: doctrine that all religious truths are derived from nature) - Character (superimposed) Preferred NEW SYNONYM, replacing 16483",B#1#1#0#0#8#35#9##0#4*&U#1#1#0#0#8#35#9##0#4*%£
20564,belief_(supernatural),YELLOW,(feeling + supernatural) - Character (superimposed),B#1#1#0#0#8#25#9##0#4*&J#1#1#0#0#4#29#5##0#4*&U#1#1#0#0#8#25#9##0#4*%£
20568,devil_(1),BLUE,"(person + horn(s) [modification, higher position]) - Character (superimposed - modified) SYMBOL SYNONYM",K#1#3#0#0#6#25#7##0#4*&W#2#1#0#0#16#35#17##0#4*&W#4#2#0#2#8#27#9##0#4*%£
20571,angel_(1),BLUE,(person + wings) - Character (superimposed) SYMBOL SYNONYM,K#2#2#0#0#8#27#9##0#4*&S#1#1#0#2#8#29#9##0#4*&K#2#1#0#4#8#31#9##0#4*%£
