BCI-AV#,English,POS,Derivation - explanation,WinBliss
14924,ice_skates,YELLOW,"(legs and feet + pictograph of two curved lines, suggesting skates) - Character (superimposed)",K#2#3#0#0#16#27#15##0#4*&V#1#1#0#0#8#27#9##0#4*&W#2#1#0#0#16#27#17##0#4*&K#2#3#0#8#16#35#15##0#4*&W#2#1#0#8#16#35#17##0#4*%£
14926,"idea,thought",YELLOW,(mind + down: a thought issuing from the mind) - Character (superimposed),J#1#1#0#0#8#29#9##0#4*&F#1#3#0#2#8#31#9##0#4*%£
14932,"in,inside,interior,internal",WHITE,"(enclosure + dot, inside the enclosure) - Character (superimposed)",L#1#1#0#0#8#11#9##0#4*&Q#1#1#0#4#12#15#13##0#4*%£
14941,"injection,inoculation,shot",YELLOW,(pictograph of hypodermic syringe) - Character,W#2#1#0#0#12#25#13##0#4*&W#2#2#0#0#10#25#11##0#4*&W#2#2#0#4#10#29#11##0#4*&W#4#1#0#4#14#29#15##0#4*&W#4#3#0#4#10#29#11##0#4*&W#2#1#0#12#12#37#13##0#4*&W#2#2#0#12#10#37#11##0#4*%£
14943,"insect,bug",YELLOW,(pictograph: symbol suggests a creature with six legs) - Character,V#2#1#0#0#12#27#13##0#4*&V#2#1#0#4#12#31#13##0#4*&V#2#1#0#8#12#35#13##0#4*%£
14947,intensity,WHITE,(exclamation mark: used following another symbol to enhance meaning in a qualitative way) - Character,Y#22#1#0#0#10#37#11##0#4*%£
14952,"into,entrance",WHITE,(forward + enclosure: the arrow is entering the enclosure) - Character (superimposed),F#1#2#0#0#10#27#11##0#4*&L#1#1#0#4#8#31#9##0#4*%£
14955,"iron,smoothing_iron",YELLOW,(pictograph) - Character,K#2#1#0#0#12#29#13##0#4*&W#4#1#0#0#16#29#17##0#4*&K#1#1#0#4#10#33#11##0#4*&W#2#1#0#4#12#33#13##0#4*&W#2#2#0#8#12#37#13##0#4*%£
14958,island,YELLOW,(water_(ground_level) + earth + water_(ground_level): land surrounded by water on ground level) - Character (superimposed),A#1#2#0#0#15#17#18##0#4*&W#4#1#0#8#16#25#17##0#4*&A#1#2#0#16#15#33#18##0#4*%£
14960,"it,itself",WHITE,(CKB says that this symbol is derived from small. The symbol also looks like the top part of the symbols for man and woman minus the specific gender parts. It refers to things rather than to people.) - Character,W#2#2#0#0#12#29#13##0#4*%£
14973,joint,YELLOW,(bones with joint + pointer to the junction where they meet) - Character (superimposed - sequenced - pointer),R#2#2#0#0#14#30#15##0#4*&Q#1#1#0#3#8#33#9##0#4*&Q#1#1#0#3#16#33#17##0#4*&W#2#2#0#3#10#33#11##0#4*&W#2#1#0#5#16#35#17##0#4*&Q#1#1#0#11#16#41#17##0#4*%£
15144,key,YELLOW,(pictograph: symbol suggests a key) - Character,K#1#3#0#0#12#23#13##0#4*&W#4#1#0#0#12#23#13##0#4*&W#2#2#0#8#12#31#13##0#4*%£
15152,kiss,YELLOW,(mouth + mouth: two mouths touching) - Character (superimposed),H#2#1#0#0#10#27#11##0#4*&H#2#1#0#4#10#31#11##0#4*%£
15155,kite,YELLOW,(pictograph) - Character,K#2#3#0#0#12#31#13##0#4*&W#6#1#0#0#8#31#9##0#4*&W#6#2#0#0#4#31#5##0#4*&W#6#1#0#4#4#35#5##0#4*&W#6#2#0#4#8#35#9##0#4*%£
15157,knee,YELLOW,"(kneeling_(kneeling_person) + pointer, to knee joint) - Character (superimposed - pointer)",W#2#1#0#0#16#31#17##0#4*&W#2#2#0#0#8#31#9##0#4*&W#6#1#0#0#12#31#13##0#4*&R#2#4#0#5#14#36#15##0#4*%£
15159,"knife,sword",YELLOW,(pictograph: symbol suggests a knife or sword. The diagonal orientation of knife is the same as that of fork and spoon.) - Character,W#6#1#0#0#12#29#13##0#4*&W#8#2#0#0#8#29#9##0#4*%£
15162,"knowledge,class_(in_combinations)",YELLOW,(mind + enclosure [combination]: store house of the mind) - Character,J#1#1#0#0#8#33#9##0#4*&O#1#3#0#0#12#33#13##0#4*%£
15166,ladder,YELLOW,(pictograph) - Character,W#2#1#0#0#10#33#11##0#4*&W#2#1#0#0#14#33#15##0#4*&W#4#2#0#0#8#33#9##0#4*&W#4#2#0#4#8#37#9##0#4*%£
15172,language,YELLOW,(mouth + ear: what is spoken and heard) - Character (superimposed),H#2#1#0#0#10#33#11##0#4*&E#1#1#0#2#8#35#9##0#4*%£
15180,"lawn,meadow",YELLOW,(grass + earth: land covered with grass) - Character (superimposed),W#4#1#0#0#16#31#17##0#4*&K#2#1#0#4#12#35#13##0#4*%£
15183,leaf,YELLOW,(pictograph) - Character,K#3#4#0#0#8#35#9##0#4*&K#3#2#0#2#8#37#9##0#4*&W#4#2#0#2#8#37#9##0#4*%£
15188,leg,YELLOW,"(legs and feet + pointer, to leg) - Character (superimposed - pointer)",V#1#1#0#0#8#25#9##0#4*&W#2#1#0#0#16#25#17##0#4*&R#2#4#0#7#10#32#11##0#4*&W#2#1#0#8#16#33#17##0#4*%£
15189,legs_and_feet,YELLOW,(pictograph: symbol suggests a side view of a pair of legs and feet) - Character,V#1#1#0#0#8#25#9##0#4*&W#2#1#0#0#16#25#17##0#4*&W#2#1#0#8#16#33#17##0#4*%£
15190,lemon,YELLOW,(pictograph: suggests a lemon with stem) - Character,K#3#4#0#0#8#33#9##0#4*&K#2#1#0#2#4#35#5##0#4*&K#3#2#0#2#8#35#9##0#4*%£
15193,"length,longness",YELLOW,(horizontal line bounded by two reference lines [half-sized]: the horizontal line extends full length within the symbol square) - Character,S#1#2#0#0#10#5#13##0#4*&W#2#2#0#8#10#13#11##0#4*%£
15198,"letter,mail,post",YELLOW,(pictograph: symbol suggests an envelope) - Character,L#1#1#0#0#8#13#9##0#4*&R#1#3#0#0#8#13#9##0#4*%£
15200,"lettuce,leafy_vegetable",YELLOW,(earth + outline of leaves: symbol suggests a leafy vegetable with the grass-like edible portion above ground) - Character (superimposed),K#2#2#0#0#12#21#13##0#4*&W#4#1#0#0#16#21#17##0#4*&K#2#1#0#4#12#25#13##0#4*%£
15206,life,YELLOW,"(sun + person, in combination: energy produced by the sun supports life on earth) - Character (superimposed)",H#3#1#0#0#8#3#9##0#4*&W#4#2#0#4#8#7#9##0#4*%£
15208,light,YELLOW,(sun + eye: we see by the light of the sun) - Character (superimposed),H#3#1#0#0#8#33#9##0#4*&H#2#1#0#2#10#35#11##0#4*&Q#1#1#0#4#12#37#13##0#4*%£
15209,lightning,YELLOW,(sky + electricity: electricity that comes from the sky) - Character (superimposed),W#2#1#0#0#8#31#9##0#4*&V#4#1#0#4#8#35#9##0#4*&V#4#1#0#4#12#35#13##0#4*%£
15212,"limited_time,interval,period,awhile,for_a_while",YELLOW,(time + limit(s)) - Character (superimposed),H#3#1#0#0#8#19#9##0#4*&W#4#2#0#0#8#19#9##0#4*&W#2#1#0#4#12#23#13##0#4*&W#2#2#0#4#8#23#9##0#4*&W#4#2#0#8#8#27#9##0#4*%£
15213,"limit(s),limitation_(OLD)",YELLOW,"(two reference lines on the vertical boundaries of the symbol for enclosure, limiting what lies between them) - Character (sequenced) SUPERSEDED SYNONYM and SUPERSEDED CHARACTER See limit(s),limitation,restriction 25579",W#4#2#0#0#8#15#9##0#4*&W#4#2#0#8#8#23#9##0#4*%£
15214,"line,stripe",YELLOW,(symbol is a full-sized vertical line) - Character,W#4#2#0#0#8#3#7##0#4*%£
15218,lip(s),YELLOW,"(mouth + pointer, from above + pointer, from below: the pointers indicating the lips) - Character (superimposed - pointer)",H#2#1#0#0#10#5#11##0#4*&R#2#1#0#0#15#5#16##0#4*&R#2#3#0#0#7#5#8##0#4*%£
15226,"crab,shellfish_(with_claws)",YELLOW,(pictograph: symbol suggests a crustacean with pincers) - Character,J#1#1#0#0#12#33#13##0#4*&J#1#3#0#0#12#33#13##0#4*&K#1#2#0#0#8#33#9##0#4*&W#2#2#0#0#8#33#9##0#4*&K#1#4#0#6#8#39#9##0#4*&W#2#2#0#8#8#41#9##0#4*%£
15399,"love,affection",YELLOW,"(feeling + arrow [modification, prolonged and as if partly hidden]: feeling as if an arrow is piercing one's heart) - Character (superimposed - modified)",W#2#1#0#0#12#29#13##0#4*&B#1#1#0#4#8#33#9##0#4*&F#1#2#0#8#10#37#11##0#4*%£
15406,"machine,appliance,engine,motor",YELLOW,(sun + wheel: the sun provides the energy that drives the wheels of machinery) - Character (superimposed),H#3#1#0#0#8#11#9##0#4*&G#1#1#0#2#12#13#13##0#4*%£
15416,"man,male",BLUE,"(person [modification] + action [combination]: CKB says man embodies the action principle in society. The symbol also looks like a stick figure of a man wearing trousers. See also: activity,male_gender_(in_combinations) 12335, and male,masculine_(person) 15414.) - Character (superimposed - modified - combined)",V#2#1#0#0#12#21#13##0#4*&W#2#2#0#2#8#23#9##0#4*%£
15417,male_genitals_(man_with_penis),BLUE,(standing_(standing_person) + pictograph of penis: used as the base character for penis) - Character (superimposed),W#2#1#0#0#16#27#17##0#4*&W#4#2#0#0#8#27#9##0#4*&W#5#1#0#0#12#27#13##0#4*%£
15419,mango,YELLOW,"(pictograph, mango with stem + pit) - Character (superimposed)",A#1#1#0#0#8#11#9##0#4*&J#1#2#0#1#8#12#9##0#4*&K#2#1#0#1#4#12#5##0#4*&K#5#4#0#1#13#13#14##0#4*&K#5#2#0#2#13#13#14##0#4*%£
15422,maple-leaf,YELLOW,(pictograph) - Character,R#2#2#0#0#10#7#11##0#4*&W#1#1#0#0#10#7#11##0#4*&W#4#1#0#0#14#7#15##0#4*&R#2#1#0#2#8#9#9##0#4*&W#1#2#0#4#14#11#15##0#4*&R#2#4#0#6#10#13#11##0#4*&W#1#1#0#6#10#13#11##0#4*%£
15425,marriage,YELLOW,"(protection + combination,connection: joining together and living under one roof) - Character (superimposed - modified)",R#1#1#0#0#8#32#9##0#4*&H#4#1#0#1#12#33#13##0#4*%£
15431,"material,raw_material,stuff",YELLOW,"(thing + earth [half-sized]: thing that you get from the earth, i.e., raw material. The symbol is also used for material in a general sense.) - Character (superimposed)",L#2#1#0#0#10#25#11##0#4*&W#2#1#0#0#16#25#17##0#4*%£
15432,"mathematics,arithmetic,math_(2)",YELLOW,(science + digits_(computer): science of numbers) - Character (superimposed) SYMBOL SYNONYM,J#1#1#0#0#8#13#9##0#4*&U#1#1#0#0#8#13#9##0#4*&H#1#1#0#3#13#16#14##0#4*&W#1#2#0#4#10#17#11##0#4*%£
15441,"meaning,sense,significance",YELLOW,(to think + to say + to write: significance the mind attaches to what is spoken or written) - Character (superimposed),J#1#1#0#0#8#33#9##0#4*&W#8#1#0#0#8#33#15##0#4*&H#2#1#0#2#10#35#11##0#4*%£
15443,"measurement,measure",YELLOW,"(length,longness + shortness_(distance,length): combination of long and short) - Character (superimposed - combined)",S#1#2#0#0#10#4#13##0#4*&W#2#2#0#4#10#35#11##0#4*&W#2#2#0#8#10#12#11##0#4*%£
15451,Megillah_(Book_of_Esther),YELLOW,(pictograph: symbol suggests a scroll on one post) - Character,M#1#1#0#0#8#31#9##0#4*&W#1#2#0#2#6#33#7##0#4*&W#1#2#0#2#16#33#17##0#4*%£
15452,melon,YELLOW,(fruit [modification]: pictograph showing a fruit with a thick rind and a stem) - Character (modified),H#3#1#0#0#8#9#9##0#4*&H#2#1#0#2#10#11#11##0#4*&K#2#1#0#4#4#13#5##0#4*%£
15454,menorah,YELLOW,(pictograph: symbol suggests the nine branched candelabra used on Chanukah) - Character,W#2#4#0#0#8#23#9##0#4*&W#4#1#0#0#12#23#13##0#4*&W#2#2#0#2#8#25#9##0#4*&W#2#2#0#4#8#27#9##0#4*&W#2#1#0#6#16#35#17##0#4*&W#2#2#0#6#8#29#9##0#4*&W#1#2#0#8#14#31#15##0#4*&W#4#1#0#8#12#31#13##0#4*&W#4#2#0#8#6#31#7##0#4*&W#2#2#0#10#8#33#9##0#4*&W#2#2#0#12#8#35#9##0#4*&W#2#2#0#14#8#37#9##0#4*&W#2#2#0#16#8#39#9##0#4*%£
15460,metaphor,YELLOW,"(mouth [modification, up in the sky] + flower [modification, longer stem] + earth [half-sized] [combination]: ""flowery speech"", a signal that what follows should not be taken literally) - Character (superimposed - modified - combined)",H#2#1#0#0#4#33#5##0#4*&S#1#1#0#0#8#33#9##0#4*%£
15463,microwave_oven,YELLOW,(enclosure + electromagnetic radiation) - Character (superimposed),W#9#2#0#0#10#5#11##0#4*&L#1#1#0#4#8#9#9##0#4*&W#2#2#0#8#10#13#11##0#4*&W#9#2#0#8#10#13#11##0#4*%£
15464,"middle,centre",YELLOW,"(enclosure + pointer, to centre) - Character (superimposed - pointer)",L#1#1#0#0#8#5#9##0#4*&R#2#3#0#2#10#7#11##0#4*%£
15471,"mind,intellect,reason",YELLOW,(symbol suggests an outline of a skull) - Character,J#1#1#0#0#8#33#9##0#4*%£
15472,mine,YELLOW,(mountain + dot: dot locates the position of a mine deep within the mountain) - Character (superimposed),P#2#3#0#0#8#33#9##0#4*&Q#1#1#0#6#14#39#15##0#4*%£
15474,"minus,no,without",WHITE,"(subtraction [half-sized]: the small meaning of subtraction. The symbol is used before another symbol to create a negative meaning, e.g. (minus + sound) to represent silence.) - Character",W#2#1#0#0#12#33#13##0#4*%£
15476,arrow_(bent),YELLOW,(pictograph: arrow bent into another direction as if reflected) - Character,R#1#2#0#0#8#35#9##0#4*&W#1#1#0#0#16#35#17##0#4*&W#1#2#0#0#14#35#15##0#4*%£
15484,"money,cash",YELLOW,"(symbol suggests a modified rod of Mercury, the traditional symbol for trade and commerce) - Character",H#2#1#0#0#8#17#9##0#4*&H#2#1#0#0#12#17#13##0#4*&W#4#2#0#2#8#19#9##0#4*%£
15649,month,YELLOW,"(moon [modification, as of half-moon]) - Character (modified)",J#1#2#0#0#8#19#9##0#4*&W#4#2#0#0#8#19#9##0#4*%£
15651,moon,YELLOW,(pictograph: crescent shape resembling the curved shape of the moon in its first quarters) - Character,J#1#2#0#0#8#35#9##0#4*&K#3#2#0#0#8#35#9##0#4*%£
15656,morning_(early),YELLOW,(sun + earth [combination]: time when the sun appears above the horizon) - Character,J#1#1#0#0#12#27#13##0#4*&W#4#1#0#0#16#27#17##0#4*%£
15662,"mother,mom,mommy,mum",BLUE,(protection + woman: woman who gives protection to her family) - Character (superimposed),R#1#1#0#0#8#27#9##0#4*&U#2#1#0#2#12#29#13##0#4*&W#2#2#0#4#8#31#9##0#4*%£
15663,mountain,YELLOW,(pictograph: symbol suggests the side view of a mountain slope) - Character,P#2#3#0#0#8#17#9##0#4*%£
15666,mouth,YELLOW,(pictograph: symbol suggests a round open mouth) - Character,H#2#1#0#0#10#19#11##0#4*%£
15672,"mud,clay",YELLOW,"(earth [modification, extended line] + water_(ground_level): mixture composed of more earth than water) - Character (superimposed - modified)",A#1#2#0#0#15#23#16##0#4*&W#4#1#0#0#16#23#17##0#4*&W#2#1#0#8#16#31#17##0#4*%£
15673,multiplication,YELLOW,(based upon the international mathematical symbol) - Character,T#3#1#0#0#8#31#9##0#4*%£
15676,muscle_(OLD),YELLOW,(arm + pictograph of bulging biceps + pointer) - Character (superimposed - pointer) SUPERSEDED SYNONYM and SUPERSEDED CHARACTER See muscle 20517,K#1#1#0#0#10#27#11##0#4*&W#2#1#0#0#12#27#11##0#4*&W#2#2#0#0#8#27#9##0#4*&R#2#4#0#5#10#32#11##0#4*%£
15678,mushroom,YELLOW,(pictograph) - Character,K#1#1#0#0#10#33#11##0#4*&W#2#1#0#0#12#33#13##0#4*&W#2#2#0#2#12#35#13##0#4*%£
15682,"musical_note,music_(in_combinations)",YELLOW,(international symbol) - Character,H#2#1#0#0#12#33#13##0#4*&W#3#2#0#4#8#37#9##0#4*%£
15689,nail,YELLOW,(pictograph: symbol suggests a nail. It is twice the height of the pin symbol) - Character,W#2#1#0#0#8#33#9##0#4*&W#4#2#0#2#8#35#9##0#4*%£
15691,"name,label,term,title",YELLOW,(pen + mouth: something that can be spoken or written) - Character (superimposed),W#8#1#0#0#8#29#9##0#4*&H#2#1#0#2#10#31#11##0#4*%£
15699,neck_(head),YELLOW,"(head + pictograph of neck + pointer, to neck) - Character (superimposed - pointer)",H#3#1#0#0#8#21#9##0#4*&S#3#1#0#2#10#23#11##0#4*&W#1#2#0#3#16#24#17##0#4*&W#1#2#0#5#16#26#17##0#4*&R#2#4#0#6#16#27#17##0#4*%£
15700,neck_(body),YELLOW,"(body + pointer, to neck) - Character (superimposed - pointer)",K#3#4#0#0#8#27#9##0#4*&W#4#1#0#2#8#29#9##0#4*&W#4#1#0#2#16#29#17##0#4*&R#2#3#0#4#5#31#6##0#4*&K#3#2#0#10#8#37#9##0#4*%£
15701,need_(needy_person),YELLOW,"(person, leaning, as if in need of support) - Character",W#2#1#0#0#16#33#17##0#4*&W#9#1#0#2#8#35#9##0#4*%£
15703,needle,YELLOW,(pictograph: symbol suggests a sewing needle with an eye) - Character,K#1#2#0#0#8#25#9##0#4*&W#4#2#0#0#8#25#9##0#4*%£
15712,news,YELLOW,(eye + ear: information received through the eye and the ear) - Character (superimposed),H#2#1#0#0#10#31#11##0#4*&E#1#1#0#2#8#33#9##0#4*&Q#1#1#0#2#12#33#13##0#4*%£
15719,night,YELLOW,(moon + earth: the moon appears above the horizon; it shines on the earth during the night) - Character (superimposed),W#4#1#0#0#16#31#17##0#4*&J#1#2#0#4#8#35#9##0#4*&K#3#2#0#4#8#35#9##0#4*%£
15726,nonsense,YELLOW,"(meaning + deletion,cancellation,destruction: something that has no meaning) - Character (superimposed)",J#1#1#0#0#8#29#9##0#4*&W#8#1#0#0#8#29#9##0#4*&W#8#2#0#0#8#29#9##0#4*&H#2#1#0#2#10#31#11##0#4*%£
15730,north,YELLOW,"(sun + pointer, to north) - Character (superimposed - pointer)",H#3#1#0#0#8#33#9##0#4*&R#2#1#0#2#9#35#10##0#4*%£
15732,nose,YELLOW,(pictograph: symbol suggests the side view of a nose) - Character,V#7#4#0#0#8#31#9##0#4*%£
15736,now,WHITE,"(ago,then_(past) + then,so,later: present [half-sized]) - Character (sequenced)",K#4#2#0#0#12#13#13##0#4*&K#4#4#0#3#12#16#13##0#4*%£
15737,"nowhere,no_place",WHITE,(minus + ground: a combination of minus and place) - Character (superimposed),W#4#1#0#0#16#29#17##0#4*&W#2#1#0#2#12#31#13##0#4*%£
15740,"nuclear_radiation,radioactivity",YELLOW,(pointer (left) + nucleus + pointer (right): suggesting radiation of radioactive particles) - Character (superimposed - pointer),R#2#4#0#0#10#28#11##0#4*&H#3#1#0#3#8#31#9##0#4*&R#4#2#0#4#11#33#12##0#4*&H#1#1#0#6#11#34#12##0#4*&R#2#4#0#7#14#35#15##0#4*&R#2#2#0#12#10#40#11##0#4*%£
15741,nucleus_(atom),YELLOW,"(atom + pointer (small), to inner nucleus) - Character (superimposed - pointer (small))",H#3#1#0#0#8#33#9##0#4*&R#4#2#0#1#11#34#12##0#4*&H#1#1#0#3#11#36#12##0#4*&R#2#4#0#4#14#37#13##0#4*%£
15742,number,YELLOW,(international symbol) - Character,C#2#1#0#0#8#29#9##0#4*%£
15912,"offspring,child",BLUE,(protection + male + female: male or female born under the family roof) - Character (superimposed),R#1#1#0#0#8#7#9##0#4*&V#2#1#0#0#12#7#13##0#4*&U#2#1#0#4#12#11#13##0#4*%£
15914,"oil,lubricant",YELLOW,"(water,fluid,liquid + water_(ground_level): two parallel liquid symbols, suggesting oil that floats on water) - Character (superimposed)",A#1#2#0#0#11#29#12##0#4*&A#1#2#0#0#15#29#16##0#4*%£
15917,olive,YELLOW,(pictograph: fruit [oval shaped] with stem) - Character,K#4#4#0#0#12#30#13##0#4*&K#2#1#0#1#8#31#9##0#4*&K#4#2#0#1#12#31#13##0#4*%£
15918,on,WHITE,"(earth [half-sized] + pointer: refers only to space, e.g. on the table) - Character (superimposed - pointer)",R#2#3#0#0#14#25#15##0#4*&W#2#1#0#0#16#25#17##0#4*%£
15920,bulb_(plant),YELLOW,(pictograph + earth) - Character (superimposed),W#4#1#0#0#16#31#17##0#4*&H#2#1#0#2#16#3#15##0#4*&K#4#4#0#3#16#4#15##0#4*&K#4#2#0#4#16#5#15##0#4*%£
15923,opening,YELLOW,"(enclosure, open at the top) - Character",N#1#3#0#0#8#33#9##0#4*%£
15925,opinion,YELLOW,(mind + mouth: expression of what one thinks) - Character (superimposed),J#1#1#0#0#8#31#9##0#4*&H#2#1#0#2#10#33#11##0#4*%£
15927,"opposite_meaning,opposite_of,opposite",GRAY,(up + down [combination]: up is the opposite of down. The symbol is placed before a second symbol to create an antonym or meaning that is the opposite of that of the second symbol.) - Character,V#3#1#0#0#8#27#9##0#4*&W#5#2#0#2#14#29#15##0#4*%£
15928,"opposition,counter_purpose",YELLOW,"(less_than_(relation) + less_than_(relation), pointing in the opposite direction from the purpose symbol) - Character (sequenced)",R#1#4#0#0#8#29#9##0#4*&R#1#4#0#4#8#33#9##0#4*%£
15929,or,WHITE,"(by,by_means_of,of (relation [half-sized], pointing backward) + dot: the second alternative, the reverse of either) - Character (superimposed)",R#2#4#0#0#10#33#11##0#4*&Q#1#1#0#2#12#35#13##0#4*%£
15933,"orange,citrus_fruit",YELLOW,(fruit + pictograph of segments) - Character (superimposed),I#1#1#0#0#12#31#13##0#4*&K#4#4#0#1#12#32#13##0#4*&K#2#1#0#2#8#33#9##0#4*&K#4#2#0#2#12#33#13##0#4*%£
15942,"out,exterior,external,outside",WHITE,"(enclosure + dot, outside the enclosure) - Character (sequenced)",L#1#1#0#0#8#31#9##0#4*&Q#1#1#0#10#12#41#13##0#4*%£
15943,"out_of,exit_(forward)",WHITE,(enclosure + forward: the arrow is moving out of the enclosure) - Character (superimposed),L#1#1#0#0#8#13#9##0#4*&F#1#2#0#4#10#17#11##0#4*%£
15944,"out_of,exit_(downward)",WHITE,(enclosure + downward) - Character (superimposed),L#1#1#0#0#8#13#9##0#4*&F#1#3#0#2#12#15#11##0#4*%£
15948,"over,above,superior",WHITE,(dot + horizontal reference line: the dot is over or above the line) - Character (superimposed),W#4#1#0#0#12#25#13##0#4*&Q#1#1#0#4#10#29#11##0#4*%£
15952,"oyster,clam,mussel",YELLOW,(pictograph of shell + water) - Character (superimposed),A#1#2#0#0#17#25#16##0#4*&K#3#1#0#0#12#25#13##0#4*&K#3#3#0#0#14#25#15##0#4*&W#4#1#0#0#14#25#15##0#4*%£
15953,"pail,bucket",YELLOW,(pictograph: symbol suggests a pail with a handle) - Character,W#4#1#0#0#12#31#13##0#4*&W#10#3#0#0#12#33#13##0#4*&K#1#1#0#2#10#33#11##0#4*&W#2#1#0#2#16#33#17##0#4*&W#10#1#0#6#12#39#13##0#4*%£
15960,palm,YELLOW,(pictograph: the symbols suggests a tree with curved fronds) - Character,K#1#1#0#0#8#31#9##0#4*&K#1#1#0#4#8#35#9##0#4*&W#3#2#0#4#10#35#11##0#4*%£
15962,"paper,card,page",YELLOW,(pictograph: symbol suggests a sheet of paper or a page of a book) See also: book 12875 - Character,O#2#1#0#0#8#11#9##0#4*&W#2#1#0#0#16#11#17##0#4*%£
15964,parallel,YELLOW,(line + line: international mathematical symbol) - Character,W#4#2#0#0#8#31#9##0#4*&W#4#2#0#2#8#33#9##0#4*%£
15966,"parcel,package",YELLOW,(pictograph) - Character,O#1#4#0#0#8#9#9##0#4*&R#1#2#0#0#8#9#9##0#4*&W#2#1#0#4#8#13#9##0#4*&W#2#1#0#4#16#13#17##0#4*&O#1#2#0#8#8#17#9##0#4*&R#1#4#0#8#8#17#9##0#4*%£
15968,parent,BLUE,(protection + person: person who gives protection to his or her family) - Character (superimposed),R#1#1#0#0#8#31#9##0#4*&W#2#1#0#2#16#33#17##0#4*&W#4#2#0#4#8#35#9##0#4*%£
15969,park,YELLOW,(flower + earth + tree: place with flowers and trees) - Character (superimposed),H#2#1#0#0#8#29#9##0#4*&O#1#3#0#2#12#31#13##0#4*&K#2#3#0#6#8#35#9##0#4*&K#2#4#0#10#8#39#9##0#4*&W#2#2#0#10#8#39#9##0#4*%£
15972,"part,bit,piece,portion,part_of",GRAY,"(division [half-sized]: a part is created when something is divided) With the gloss ""part of"", the symbol is used before another symbol to create a new meaning, which is part of the meaning of the original symbol, i.e., part of + language = word. See Note p. II-106 in BRG) - Character",W#2#1#0#0#12#27#13##0#4*&Q#1#1#0#2#10#29#11##0#4*&Q#1#1#0#2#14#29#15##0#4*%£
15975,past,YELLOW,(outline of parabolic mirror focused on what lies behind it) - Character,K#3#2#0#0#8#25#9##0#4*%£
15978,paw,YELLOW,"(animal + pointer, to paw or hoof) - Character (superimposed - pointer)",V#2#1#0#0#12#27#13##0#4*&W#4#1#0#0#12#27#13##0#4*&V#2#1#0#4#12#31#13##0#4*&R#2#4#0#9#14#36#15##0#4*%£
